Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Year,Month,Day,Temperature_orig,Humidity_orig,Wind_Speed_orig,Soil_Quality_orig
Barley,Peaty,5.5,37,63,11,55.0,45.0,35.0,22,2022,6,9,36.70924683995537,63.29075316004463,10.690648295640605,22.5
Wheat,Loamy,6.5,18,80,7,77.0,60.0,45.0,61,2016,11,2,17.596221574881586,80.0,6.9882305492712105,60.66666666666666
Potato,Saline,8.0,24,76,11,71.5,55.0,40.5,14,2022,9,23,23.86931665233856,76.13068334766145,10.687988454710398,13.916666666666666
Soybean,Sandy,6.75,30,70,8,45.0,40.0,33.0,34,2020,4,7,30.30670280403797,69.69329719596203,8.454863809854228,34.41666666666667
Cotton,Loamy,6.5,35,65,10,77.0,66.0,60.0,68,2019,8,21,35.2524271413527,64.7475728586473,9.54007725382186,67.66666666666667
Sunflower,Clay,6.25,23,77,10,60.0,55.00000000000001,44.0,46,2014,6,6,23.47360226017464,76.52639773982537,9.685096877309128,46.375
Sunflower,Peaty,5.5,16,80,8,55.0,49.50000000000001,38.5,24,2017,5,12,16.327303789245672,80.0,7.979002229128905,23.83333333333333
Rice,Sandy,6.75,18,80,15,65.0,48.0,33.0,43,2023,5,20,17.625334177165666,80.0,14.76206711671405,42.58333333333333
Rice,Peaty,5.5,30,70,11,71.5,54.0,38.5,27,2019,5,18,30.284955092515368,69.71504490748464,11.336823766862484,27.33333333333333
Tomato,Sandy,6.75,16,80,7,50.0,36.0,30.0,34,2016,2,18,16.36478664753351,80.0,7.458531811093053,33.83333333333333
Barley,Sandy,6.75,21,79,6,50.0,40.0,30.0,35,2019,1,14,21.007402362550827,78.99259763744917,5.949036260850315,35.0
Rice,Saline,8.0,27,73,6,84.5,66.0,49.50000000000001,17,2019,9,29,27.07568799343725,72.92431200656276,5.909850387991919,16.666666666666668
Sunflower,Loamy,6.5,7,80,7,70.0,66.0,55.00000000000001,64,2019,2,5,6.793408039563131,80.0,7.007084297611606,63.66666666666666
Sugarcane,Loamy,6.5,23,77,5,91.0,72.0,60.0,74,2016,5,30,23.243882805856177,76.75611719414383,5.19376217188451,74.33333333333333
Barley,Sandy,6.75,25,75,10,50.0,40.0,30.0,35,2014,5,23,25.08085899472873,74.91914100527127,10.412057438221108,35.0
Sunflower,Loamy,6.5,27,73,12,70.0,66.0,55.00000000000001,64,2015,12,31,26.874226789778003,73.125773210222,11.86500118809411,63.66666666666666
Potato,Clay,6.25,38,62,13,66.0,50.0,36.0,44,2022,8,21,38.0345079757232,61.9654920242768,12.728206907963914,44.33333333333333
Rice,Saline,8.0,21,79,14,84.5,66.0,49.50000000000001,17,2021,2,20,20.52003774049448,79.47996225950553,14.455498752954211,16.666666666666668
Potato,Loamy,6.5,23,77,9,77.0,60.0,45.0,61,2023,6,5,22.85808709085035,77.14191290914965,9.052738509322795,60.66666666666666
Sugarcane,Loamy,6.5,33,67,11,91.0,72.0,60.0,74,2023,8,13,32.635902590425374,67.36409740957463,11.233600275534291,74.33333333333333
Rice,Loamy,6.5,20,80,3,91.0,72.0,55.00000000000001,73,2021,4,27,19.86537915330094,80.0,2.854979834419046,72.66666666666667
Potato,Peaty,5.5,40,60,9,60.50000000000001,45.0,31.5,23,2022,8,20,40.16927609215357,59.83072390784643,9.326429400925466,22.83333333333333
Sunflower,Saline,8.0,31,69,13,65.0,60.50000000000001,49.50000000000001,15,2016,3,14,31.10898957009516,68.89101042990484,12.855466159154853,14.583333333333334
Cotton,Peaty,5.5,43,57,11,60.50000000000001,49.50000000000001,42.0,25,2017,7,4,42.92875921481072,57.07124078518928,10.641992356595326,25.33333333333333
Sugarcane,Loamy,6.5,26,74,7,91.0,72.0,60.0,74,2020,3,24,25.522994524584508,74.4770054754155,7.447020919071314,74.33333333333333
Cotton,Saline,8.0,28,72,7,71.5,60.50000000000001,54.0,16,2021,6,13,28.380395510383995,71.61960448961601,6.562388037925494,15.5
Tomato,Sandy,6.75,41,59,7,50.0,36.0,30.0,34,2022,6,17,40.91764680313796,59.08235319686204,7.091105204238003,33.83333333333333
Sunflower,Peaty,5.5,40,60,6,55.0,49.50000000000001,38.5,24,2019,6,17,39.528583816750825,60.471416183249175,5.640218650198415,23.83333333333333
Sunflower,Clay,6.25,16,80,15,60.0,55.00000000000001,44.0,46,2015,1,29,16.194272732432573,80.0,15.318951556291069,46.375
Rice,Clay,6.25,26,74,11,78.0,60.0,44.0,53,2014,4,11,25.746817411355945,74.25318258864405,11.092420888163984,53.08333333333333
Potato,Saline,8.0,33,67,8,71.5,55.0,40.5,14,2018,6,14,33.400142288924634,66.59985771107537,8.166543801131724,13.916666666666666
Soybean,Loamy,6.5,39,61,6,63.0,60.0,55.00000000000001,59,2019,8,24,38.778869493777,61.221130506223005,6.413251675487707,59.333333333333336
Tomato,Loamy,6.5,31,69,9,70.0,54.0,50.0,58,2019,4,24,30.79967802119934,69.20032197880066,9.458693700414711,58.0
Sunflower,Saline,8.0,23,77,16,65.0,60.50000000000001,49.50000000000001,15,2023,4,18,23.4179551412516,76.5820448587484,15.846765771614034,14.583333333333334
Wheat,Saline,8.0,10,80,11,71.5,55.0,40.5,14,2017,11,27,10.450077010329412,80.0,11.205172212563916,13.916666666666666
Potato,Peaty,5.5,19,80,8,60.50000000000001,45.0,31.5,23,2017,7,3,18.55921634371192,80.0,7.665337696557994,22.83333333333333
Corn,Peaty,5.5,27,73,8,66.0,49.50000000000001,35.0,25,2021,8,2,27.458060777134044,72.54193922286595,7.760820655627819,25.08333333333333
Corn,Loamy,6.5,28,72,9,84.0,66.0,50.0,67,2014,3,11,27.73231882073832,72.26768117926169,9.006074850450032,66.66666666666667
Cotton,Sandy,6.75,20,80,7,55.00000000000001,44.0,36.0,39,2019,5,26,19.88004580082809,80.0,6.951767485807377,39.375
Wheat,Peaty,5.5,27,73,10,60.50000000000001,45.0,31.5,23,2022,4,7,26.56105977152528,73.43894022847472,10.035097339111662,22.83333333333333
Barley,Peaty,5.5,14,80,11,55.0,45.0,35.0,22,2015,11,30,14.451509990755085,80.0,11.134588665652856,22.5
Sugarcane,Sandy,6.75,13,80,11,65.0,48.0,36.0,43,2014,10,18,13.046132816151474,80.0,10.848649600102538,43.45833333333333
Potato,Sandy,6.75,29,71,16,55.00000000000001,40.0,27.0,36,2019,4,29,28.8795240917208,71.1204759082792,16.21547270173774,35.58333333333333
Barley,Peaty,5.5,26,74,16,55.0,45.0,35.0,22,2020,11,1,25.93160351319608,74.06839648680392,15.95653239302978,22.5
Soybean,Saline,8.0,17,80,7,58.5,55.0,49.50000000000001,14,2019,4,20,17.220960318994436,80.0,7.337811017816108,13.583333333333334
Sugarcane,Saline,8.0,39,61,11,84.5,66.0,54.0,17,2022,3,23,39.004314653712655,60.99568534628735,11.119133525679608,17.041666666666668
Sunflower,Loamy,6.5,18,80,13,70.0,66.0,55.00000000000001,64,2020,2,26,18.2356703000672,80.0,12.518055346315826,63.66666666666666
Cotton,Sandy,6.75,25,75,15,55.00000000000001,44.0,36.0,39,2018,7,6,25.418103432373726,74.58189656762627,14.558030592096468,39.375
Soybean,Sandy,6.75,27,73,10,45.0,40.0,33.0,34,2014,3,19,26.56524854956573,73.43475145043428,9.887020169423678,34.41666666666667
Soybean,Peaty,5.5,8,80,13,49.5,45.0,38.5,22,2018,1,21,7.740836466175721,80.0,13.052048075917408,22.166666666666668
Tomato,Loamy,6.5,37,63,12,70.0,54.0,50.0,58,2022,6,6,36.77905973283643,63.22094026716357,11.596735173679209,58.0
Corn,Peaty,5.5,35,65,4,66.0,49.50000000000001,35.0,25,2017,7,14,35.449908484111454,64.55009151588854,4.411719521803908,25.08333333333333
Rice,Loamy,6.5,8,80,11,91.0,72.0,55.00000000000001,73,2022,2,28,7.658827167328617,80.0,11.473875249328469,72.66666666666667
Cotton,Clay,6.25,17,80,10,66.0,55.00000000000001,48.0,49,2023,11,21,16.952951738310237,80.0,10.333485731049173,49.29166666666667
Potato,Sandy,6.75,42,58,11,55.00000000000001,40.0,27.0,36,2019,7,3,41.926523957219096,58.0734760427809,11.312833582132784,35.58333333333333
Soybean,Clay,6.25,21,79,11,54.0,50.0,44.0,43,2022,9,3,20.799145498682982,79.20085450131702,11.373691821347734,43.16666666666667
Rice,Saline,8.0,11,80,12,84.5,66.0,49.50000000000001,17,2014,1,23,10.903678032225988,80.0,11.84712624749362,16.666666666666668
Tomato,Clay,6.25,15,80,7,60.0,45.0,40.0,42,2016,9,6,15.37777738182428,80.0,6.992424240510182,42.29166666666667
Barley,Loamy,6.5,33,67,5,70.0,60.0,50.0,60,2018,7,12,33.153342354135034,66.84665764586497,4.706246709027749,60.0
Rice,Clay,6.25,24,76,12,78.0,60.0,44.0,53,2020,11,10,24.48214203413832,75.51785796586168,12.140902073419191,53.08333333333333
Cotton,Saline,8.0,17,80,11,71.5,60.50000000000001,54.0,16,2022,12,18,17.137588717303117,80.0,10.546528810611967,15.5
Tomato,Peaty,5.5,15,80,8,55.0,40.5,35.0,22,2019,12,7,14.990849275852003,80.0,8.229993540125564,21.75
Wheat,Loamy,6.5,10,80,10,77.0,60.0,45.0,61,2015,12,1,9.88610879506124,80.0,9.966494148161406,60.66666666666666
Barley,Loamy,6.5,25,75,8,70.0,60.0,50.0,60,2015,9,7,24.584851063909056,75.41514893609094,8.156753559216364,60.0
Cotton,Loamy,6.5,21,79,8,77.0,66.0,60.0,68,2021,2,15,20.6157148667266,79.38428513327341,8.477300288444512,67.66666666666667
Sugarcane,Sandy,6.75,25,75,8,65.0,48.0,36.0,43,2018,5,25,24.73210621423021,75.26789378576979,8.146850433046714,43.45833333333333
Sugarcane,Loamy,6.5,31,69,8,91.0,72.0,60.0,74,2017,7,29,30.8888009928797,69.1111990071203,8.263837923049485,74.33333333333333
Tomato,Saline,8.0,37,63,4,65.0,49.5,45.0,13,2019,8,29,36.71447100482153,63.28552899517847,4.403567456654482,13.291666666666666
Sunflower,Saline,8.0,31,69,10,65.0,60.50000000000001,49.50000000000001,15,2019,4,9,30.949441229999,69.050558770001,9.942343522439144,14.583333333333334
Sunflower,Saline,8.0,14,80,9,65.0,60.50000000000001,49.50000000000001,15,2023,12,2,14.04930422024531,80.0,8.828081608739916,14.583333333333334
Soybean,Clay,6.25,11,80,10,54.0,50.0,44.0,43,2016,12,25,10.53771850000494,80.0,10.4445241035274,43.16666666666667
Tomato,Saline,8.0,17,80,8,65.0,49.5,45.0,13,2020,12,18,17.044678271716,80.0,8.185674042551527,13.291666666666666
Barley,Loamy,6.5,17,80,12,70.0,60.0,50.0,60,2018,1,25,16.69499405121061,80.0,11.62245801402208,60.0
Soybean,Sandy,6.75,34,66,13,45.0,40.0,33.0,34,2016,6,3,33.87131905444322,66.12868094555678,12.85833246948069,34.41666666666667
Soybean,Loamy,6.5,30,70,9,63.0,60.0,55.00000000000001,59,2023,11,21,29.866309562185123,70.13369043781488,8.702216622012768,59.333333333333336
Sunflower,Loamy,6.5,24,76,5,70.0,66.0,55.00000000000001,64,2020,1,27,24.25335645136309,75.74664354863691,5.272211402003495,63.66666666666666
Sunflower,Clay,6.25,16,80,16,60.0,55.00000000000001,44.0,46,2015,12,28,16.39707767301816,80.0,15.59245033213596,46.375
Potato,Clay,6.25,30,70,11,66.0,50.0,36.0,44,2016,9,25,29.53128143417655,70.46871856582345,11.120618530695095,44.33333333333333
Corn,Clay,6.25,28,72,7,72.0,55.00000000000001,40.0,49,2017,4,26,27.55147911502168,72.44852088497832,7.370328408626143,48.70833333333333
Sunflower,Sandy,6.75,21,79,7,50.0,44.0,33.0,37,2018,3,28,21.20793368647329,78.7920663135267,7.465719110736924,37.04166666666667
Rice,Sandy,6.75,16,80,11,65.0,48.0,33.0,43,2014,5,3,16.097714239967434,80.0,11.023115531522642,42.58333333333333
Wheat,Peaty,5.5,28,72,11,60.50000000000001,45.0,31.5,23,2019,8,8,28.09828711651376,71.90171288348624,11.328572408968157,22.83333333333333
Rice,Saline,8.0,31,69,9,84.5,66.0,49.50000000000001,17,2015,3,13,30.9091414697102,69.09085853028981,8.515269413529094,16.666666666666668
Soybean,Saline,8.0,36,64,8,58.5,55.0,49.50000000000001,14,2018,6,21,35.837667727498506,64.16233227250149,8.323628984066723,13.583333333333334
Rice,Peaty,5.5,14,80,17,71.5,54.0,38.5,27,2020,1,30,14.01703965284518,80.0,17.270979552722167,27.33333333333333
Potato,Sandy,6.75,28,72,8,55.00000000000001,40.0,27.0,36,2018,6,25,27.98135799166898,72.01864200833103,8.406761200277606,35.58333333333333
Cotton,Loamy,6.5,23,77,12,77.0,66.0,60.0,68,2018,5,24,23.412963017518702,76.5870369824813,11.529777646878166,67.66666666666667
Potato,Loamy,6.5,22,78,7,77.0,60.0,45.0,61,2022,9,13,22.096672594604744,77.90332740539526,6.81056783691878,60.66666666666666
Corn,Saline,8.0,27,73,7,78.0,60.50000000000001,45.0,15,2016,11,29,26.868166359225903,73.13183364077409,6.5866679323360176,15.291666666666666
Sugarcane,Clay,6.25,29,71,16,78.0,60.0,48.0,54,2019,4,24,28.72092080590279,71.2790791940972,15.625957255880824,54.25
Tomato,Loamy,6.5,27,73,11,70.0,54.0,50.0,58,2021,11,1,27.290100531387523,72.70989946861248,11.215875058875218,58.0
Sugarcane,Saline,8.0,21,79,13,84.5,66.0,54.0,17,2022,12,29,21.091235655890763,78.90876434410924,13.100156782383095,17.041666666666668
Barley,Loamy,6.5,32,68,6,70.0,60.0,50.0,60,2015,8,23,32.48587640532192,67.51412359467808,6.352568655247956,60.0
Potato,Clay,6.25,25,75,13,66.0,50.0,36.0,44,2015,6,25,24.72235989102588,75.27764010897411,13.174290522036204,44.33333333333333
Rice,Clay,6.25,21,79,11,78.0,60.0,44.0,53,2014,6,29,21.483259764463213,78.51674023553679,11.01806743826866,53.08333333333333
Sugarcane,Clay,6.25,14,80,10,78.0,60.0,48.0,54,2014,2,21,13.637861493778544,80.0,9.775267466034943,54.25
Barley,Sandy,6.75,14,80,9,50.0,40.0,30.0,35,2019,12,16,13.829164336751866,80.0,8.777110640437687,35.0
Rice,Sandy,6.75,19,80,7,65.0,48.0,33.0,43,2019,2,28,18.87554859458692,80.0,6.848470492032935,42.58333333333333
Soybean,Loamy,6.5,35,65,18,63.0,60.0,55.00000000000001,59,2023,8,22,35.16974571172518,64.83025428827483,18.022902065363315,59.333333333333336
Soybean,Saline,8.0,19,80,12,58.5,55.0,49.50000000000001,14,2022,10,3,19.13507812705714,80.0,12.341965136840148,13.583333333333334
Soybean,Peaty,5.5,19,80,9,49.5,45.0,38.5,22,2014,9,13,18.587083084415084,80.0,8.732025914148634,22.166666666666668
Rice,Loamy,6.5,18,80,11,91.0,72.0,55.00000000000001,73,2021,10,21,18.481867970599417,80.0,11.087644730493205,72.66666666666667
Wheat,Clay,6.25,38,62,11,66.0,50.0,36.0,44,2022,7,26,38.071797103431656,61.92820289656834,10.92983740345244,44.33333333333333
Tomato,Clay,6.25,31,69,9,60.0,45.0,40.0,42,2016,8,7,31.495681730858987,68.50431826914101,8.947865539317275,42.29166666666667
Wheat,Sandy,6.75,7,80,2,55.00000000000001,40.0,27.0,36,2014,1,19,7.221250120641858,80.0,1.646093065653698,35.58333333333333
Tomato,Sandy,6.75,34,66,7,50.0,36.0,30.0,34,2021,6,24,33.88714426769136,66.11285573230865,6.865733271648214,33.83333333333333
Tomato,Saline,8.0,37,63,8,65.0,49.5,45.0,13,2015,8,11,37.33541370754596,62.66458629245404,7.587914384541815,13.291666666666666
Sunflower,Peaty,5.5,27,73,15,55.0,49.50000000000001,38.5,24,2017,5,6,27.382142641142384,72.61785735885762,15.452953829989928,23.83333333333333
Rice,Clay,6.25,11,80,10,78.0,60.0,44.0,53,2015,9,8,10.904061384786251,80.0,10.26203867992562,53.08333333333333
Soybean,Sandy,6.75,37,63,14,45.0,40.0,33.0,34,2019,7,1,36.50277169813269,63.49722830186731,14.417833183465472,34.41666666666667
Cotton,Saline,8.0,32,68,11,71.5,60.50000000000001,54.0,16,2016,6,29,32.2856137424006,67.7143862575994,11.381650803542918,15.5
Tomato,Clay,6.25,20,80,8,60.0,45.0,40.0,42,2021,3,14,19.90989152882048,80.0,7.927793679999562,42.29166666666667
Sugarcane,Loamy,6.5,20,80,6,91.0,72.0,60.0,74,2017,10,31,20.11216416725704,79.88783583274297,5.587260043669623,74.33333333333333
Corn,Loamy,6.5,18,80,9,84.0,66.0,50.0,67,2023,10,11,17.964658906136165,80.0,9.227496461301888,66.66666666666667
Corn,Saline,8.0,27,73,11,78.0,60.50000000000001,45.0,15,2016,5,22,26.97842977600033,73.02157022399967,10.7533826796366,15.291666666666666
Soybean,Saline,8.0,37,63,8,58.5,55.0,49.50000000000001,14,2020,6,14,36.8078392413101,63.1921607586899,7.98780568572712,13.583333333333334
Corn,Saline,8.0,35,65,5,78.0,60.50000000000001,45.0,15,2021,8,5,34.966693544584004,65.033306455416,5.204790722917411,15.291666666666666
Rice,Peaty,5.5,19,80,9,71.5,54.0,38.5,27,2018,9,17,19.091207984578688,80.0,8.916790914136902,27.33333333333333
Corn,Clay,6.25,24,76,11,72.0,55.00000000000001,40.0,49,2017,5,14,24.00680792059833,75.99319207940167,10.758531316334606,48.70833333333333
Barley,Clay,6.25,24,76,14,60.0,50.0,40.0,44,2023,3,30,24.27666590740869,75.7233340925913,13.846569399411049,43.75
Soybean,Clay,6.25,25,75,10,54.0,50.0,44.0,43,2022,4,2,25.245452983037136,74.75454701696286,10.180215255889474,43.16666666666667
Tomato,Loamy,6.5,26,74,9,70.0,54.0,50.0,58,2022,11,5,26.25622514460465,73.74377485539534,8.88243310011538,58.0
Sugarcane,Saline,8.0,21,79,6,84.5,66.0,54.0,17,2022,4,23,21.0659864710008,78.9340135289992,6.060872105243835,17.041666666666668
Soybean,Clay,6.25,37,63,9,54.0,50.0,44.0,43,2021,7,25,36.893095246860696,63.1069047531393,8.672292599989639,43.16666666666667
Tomato,Loamy,6.5,40,60,8,70.0,54.0,50.0,58,2020,8,19,40.313113655167946,59.68688634483205,8.464246241129405,58.0
Tomato,Saline,8.0,18,80,11,65.0,49.5,45.0,13,2014,12,12,17.803806340027865,80.0,10.714821000960123,13.291666666666666
Corn,Peaty,5.5,27,73,8,66.0,49.50000000000001,35.0,25,2022,3,16,27.25184918573823,72.74815081426178,8.012727113952085,25.08333333333333
Soybean,Saline,8.0,4,80,10,58.5,55.0,49.50000000000001,14,2019,12,26,3.7416957609361408,80.0,9.862421305384071,13.583333333333334
Soybean,Saline,8.0,25,75,17,58.5,55.0,49.50000000000001,14,2020,5,3,24.93888399219292,75.06111600780709,16.96577891271235,13.583333333333334
Potato,Clay,6.25,18,80,7,66.0,50.0,36.0,44,2014,1,6,18.175562754509897,80.0,6.759397389878544,44.33333333333333
Sugarcane,Peaty,5.5,21,79,10,71.5,54.0,42.0,28,2014,11,30,21.24114967538717,78.75885032461282,9.717512219199447,27.916666666666668
Corn,Clay,6.25,29,71,9,72.0,55.00000000000001,40.0,49,2016,3,21,29.159231767914697,70.84076823208531,9.28676428276866,48.70833333333333
Cotton,Saline,8.0,21,79,10,71.5,60.50000000000001,54.0,16,2023,3,3,21.257309933977275,78.74269006602273,9.882851217462676,15.5
Corn,Sandy,6.75,15,80,3,60.0,44.0,30.0,39,2021,9,10,14.979764313054751,80.0,2.6318651823598,39.08333333333333
Wheat,Clay,6.25,30,70,8,66.0,50.0,36.0,44,2015,8,31,30.11893853015922,69.88106146984077,8.482620315392067,44.33333333333333
Corn,Peaty,5.5,21,79,12,66.0,49.50000000000001,35.0,25,2016,11,21,21.490271267604804,78.50972873239519,11.687086381515664,25.08333333333333
Sugarcane,Sandy,6.75,26,74,12,65.0,48.0,36.0,43,2014,4,3,25.86263391461545,74.13736608538454,11.532588967444951,43.45833333333333
Sugarcane,Sandy,6.75,21,79,7,65.0,48.0,36.0,43,2019,4,14,20.548282203671945,79.45171779632805,6.724174878455015,43.45833333333333
Sugarcane,Peaty,5.5,33,67,12,71.5,54.0,42.0,28,2019,8,29,32.95713693648916,67.04286306351085,12.016851096102783,27.916666666666668
Sugarcane,Clay,6.25,28,72,4,78.0,60.0,48.0,54,2014,5,26,28.049145388317463,71.95085461168253,3.761100153258882,54.25
Potato,Clay,6.25,6,80,7,66.0,50.0,36.0,44,2017,12,18,5.616509750678153,80.0,6.524554867984453,44.33333333333333
Barley,Peaty,5.5,19,80,12,55.0,45.0,35.0,22,2015,2,6,18.88779245299646,80.0,12.483325643115752,22.5
Corn,Peaty,5.5,30,70,9,66.0,49.50000000000001,35.0,25,2022,10,9,29.679354540989355,70.32064545901065,9.471646009273895,25.08333333333333
Wheat,Saline,8.0,8,80,9,71.5,55.0,40.5,14,2020,2,18,8.345644251224464,80.0,8.610512058754486,13.916666666666666
Barley,Sandy,6.75,32,68,11,50.0,40.0,30.0,35,2014,11,4,32.491000589870566,67.50899941012943,11.101646277406402,35.0
Cotton,Clay,6.25,22,78,7,66.0,55.00000000000001,48.0,49,2014,9,15,21.846318888249524,78.15368111175047,6.898923834882909,49.29166666666667
Corn,Sandy,6.75,28,72,14,60.0,44.0,30.0,39,2022,3,11,28.334233783340977,71.66576621665902,14.08877720753438,39.08333333333333
Sugarcane,Sandy,6.75,19,80,13,65.0,48.0,36.0,43,2022,12,12,18.574639708707,80.0,13.263962156205023,43.45833333333333
Sunflower,Clay,6.25,44,56,14,60.0,55.00000000000001,44.0,46,2015,8,20,43.72084068073647,56.27915931926353,14.093940501980434,46.375
Rice,Loamy,6.5,24,76,8,91.0,72.0,55.00000000000001,73,2020,5,16,24.19120739079945,75.80879260920055,7.861374644287941,72.66666666666667
Corn,Saline,8.0,11,80,10,78.0,60.50000000000001,45.0,15,2020,2,11,11.439538098019334,80.0,9.634354249107982,15.291666666666666
Rice,Clay,6.25,34,66,12,78.0,60.0,44.0,53,2015,6,8,34.0511085021601,65.9488914978399,11.519090413186188,53.08333333333333
Barley,Loamy,6.5,19,80,10,70.0,60.0,50.0,60,2015,10,30,18.974927569540693,80.0,9.643253045570226,60.0
Cotton,Saline,8.0,37,63,7,71.5,60.50000000000001,54.0,16,2020,8,21,37.11968009292639,62.88031990707361,6.957177725388488,15.5
Sunflower,Peaty,5.5,9,80,8,55.0,49.50000000000001,38.5,24,2022,12,5,8.846884046950478,80.0,8.012888695275505,23.83333333333333
Cotton,Saline,8.0,26,74,7,71.5,60.50000000000001,54.0,16,2015,10,4,25.559266843983124,74.44073315601688,7.035080433754118,15.5
Tomato,Clay,6.25,32,68,10,60.0,45.0,40.0,42,2017,3,4,32.35446726598188,67.64553273401812,9.698541150097457,42.29166666666667
Sugarcane,Sandy,6.75,45,55,7,65.0,48.0,36.0,43,2014,8,15,45.047457958227874,54.952542041772126,6.869021949918849,43.45833333333333
Potato,Clay,6.25,21,79,9,66.0,50.0,36.0,44,2015,4,10,21.138734645584023,78.86126535441598,8.826465509092838,44.33333333333333
Potato,Clay,6.25,17,80,9,66.0,50.0,36.0,44,2022,12,6,16.758405065222323,80.0,9.418730323509854,44.33333333333333
Cotton,Clay,6.25,20,80,10,66.0,55.00000000000001,48.0,49,2019,11,11,20.038028718685784,79.96197128131422,9.933259279960891,49.29166666666667
Rice,Loamy,6.5,25,75,7,91.0,72.0,55.00000000000001,73,2015,4,22,25.232081681173955,74.76791831882605,7.228244826690197,72.66666666666667
Wheat,Saline,8.0,28,72,14,71.5,55.0,40.5,14,2016,5,21,28.424222398731807,71.57577760126819,14.358474134629958,13.916666666666666
Wheat,Sandy,6.75,16,80,7,55.00000000000001,40.0,27.0,36,2021,2,12,15.97372933893928,80.0,6.709651466042363,35.58333333333333
Potato,Sandy,6.75,37,63,10,55.00000000000001,40.0,27.0,36,2023,8,19,37.224131802085374,62.77586819791463,9.963927849186598,35.58333333333333
Cotton,Clay,6.25,18,80,12,66.0,55.00000000000001,48.0,49,2014,12,10,18.14377157263923,80.0,12.109654764570232,49.29166666666667
Cotton,Sandy,6.75,9,80,5,55.00000000000001,44.0,36.0,39,2020,1,15,9.40318603298973,80.0,5.2036083779912,39.375
Cotton,Clay,6.25,21,79,11,66.0,55.00000000000001,48.0,49,2018,1,14,21.36890933222113,78.63109066777886,11.082362388733094,49.29166666666667
